contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
1227085,مكتب,PLATINUM TOWER,وحدة,Commercial,CRT1445074126,Office,برج بلاتينيوم,تجاري,350,Authority,2021-05-01,2023-04-30,Jumeirah Lakes Towers,2,6,4,Marina Mall,أبراج بحيرات جميرا,Unit,422.0,مارينا مول,1.0,613542,New,Office,1,Jumeirah Lakes Towers,جديد,مكتب,Sports City Swimming Academy,Al Thanyah Fifth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,2.0,الثنيه الخامسة,505.0,107.0,جهة, ابراج بحيرات الجميرا,1
26000,غرفة و صالة,,وحدة,Residential,CNT1491398463,1bed room+Hall,,سكني,343,Person,2021-05-15,2022-05-14,Rashidiya Metro Station,2,1,1,City Centre Mirdif,محطة مترو الراشدية,Unit,1.0,سيتي سنتر مردف,0.0,26000,Renew,Flat,1,International City Phase 1,تجديد,شقه,,Al Warsan First,2026-02-19 01:09:55,,842.0,ورسان الاولى,,67.0,شخص,المدينة العالمية - المرحلة الاولى,2
85000,غرفتين و صالة,Park Gate Residences,وحدة,Residential,CRT1492221516,2 bed rooms+hall,بارك جيت رازيدنس ,سكني,366,Person,2021-06-25,2022-06-24,Al Jafiliya Metro Station,2,1,1,Dubai Mall,محطة مترو الجافلية,Unit,2.0,مول دبي,0.0,85000,New,Flat,1,Wasl 1,جديد,شقه,Burj Khalifa,Al Kifaf,2026-02-19 01:09:55,برج خليفة,842.0,الكفاف,1957.0,150.0,شخص,وصل 1,1
38000,محل,,وحدة,Commercial,CNT1500379861,Shop,,تجاري,339,Authority,2021-07-05,2022-07-04,Baniyas Square Metro Station,2,1,1,Dubai Mall,محطة مترو ميدان بني ياس,Unit,421.0,مول دبي,1.0,38000,New,Shop,0,,جديد,محل,Dubai International Airport,Al Mararr,2026-02-19 01:09:55,مطار دبي الدولي,1.0,المرر,,17.0,جهة,,1
100000,محل,,وحدة,Commercial,CNT1665163053,Shop,,تجاري,235,Authority,2021-07-10,2022-07-09,Palm Deira Metro Stations,2,1,1,Dubai Mall,محطات مترو نخلة ديرة,Unit,421.0,مول دبي,1.0,100000,Renew,Shop,0,,تجديد,محل,Dubai International Airport,Eyal Nasser,2026-02-19 01:09:55,مطار دبي الدولي,1.0,عيال ناصر,,45.0,جهة,,2
8000,مكتب,,وحدة افتراضية,Commercial,CNT1510809704,Office,,تجاري,458,Authority,2021-07-11,2022-07-10,DANUBE Metro Station,5,1,1,Ibn-e-Battuta Mall,محطة مترو الدانوب,Virtual Unit,422.0,ابن بطوطة مول,1.0,8000,New,Office,1,,جديد,مكتب,Expo 2020 Site,Dubai Investment Park First,2026-02-19 01:09:55,موقع إكسبو 2020,2.0,مجمع دبي للاستثمار الاول,,,جهة,,1
75000,ثلاثة غرفة و صالة,,وحدة,Residential,CNT1707401687,3 bed rooms+hall,,سكني,269,Person,2021-08-01,2022-07-31,Burjuman Metro Station,2,1,1,Dubai Mall,محطة مترو برجمان,Unit,3.0,مول دبي,0.0,75000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Hamriya,2026-02-19 01:09:55,مطار دبي الدولي,842.0,الحمريه,,132.0,شخص,,2
58000,غرفتين و صالة,,وحدة,Residential,CNT1534196673,2 bed rooms+hall,,سكني,443,Person,2021-08-10,2022-08-09,Dubai Internet City,2,1,1,Mall of the Emirates,مدينة دبي للإنترنت,Unit,2.0,مول الإمارات,0.0,58000,New,Flat,0,,جديد,شقه,Burj Al Arab,Al Thanyah First,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الأولى,,144.0,شخص,,1
5800000,Hotel,,وحدة,Commercial,CNT1711655889,Hotel,,تجاري,244,Authority,2021-09-01,2022-08-31,Al Rigga Metro Station,2,204,149,Dubai Mall,محطة مترو الرقة,Unit,521.0,مول دبي,1.0,5800000,New,Hotel,0,,جديد,فندق,Dubai International Airport,Al Murqabat,2026-02-19 01:09:55,مطار دبي الدولي,24.0,المرقبات,,22.0,جهة,,1
45000,غرفة و صالة,,وحدة,Residential,CRT1544558126,1bed room+Hall,,سكني,350,Person,2021-09-01,2022-08-31,Damac Properties,2,1,1,Marina Mall,عقارات داماك,Unit,1.0,مارينا مول,0.0,45000,New,Flat,1,Jumeirah Lakes Towers,جديد,شقه,Burj Al Arab,Al Thanyah Fifth,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الخامسة,,65.0,شخص, ابراج بحيرات الجميرا,1
32000,غرفة و صالة,,وحدة,Residential,CNT1765266491,1bed room+Hall,,سكني,467,Person,2021-09-20,2022-09-19,,2,1,1,,,Unit,1.0,,0.0,32000,Renew,Flat,1,Dubai Land Residence Complex,تجديد,شقه,IMG World Adventures,Wadi Al Safa 5,2026-02-19 01:09:55,آي إم جي وورلد أدفينتشرز,842.0,وادي الصفا 5,,74.0,شخص,مجمع دبي لاند السكني,2
100000,غرفتين و صالة,MARINASCAPE,وحدة,Residential,CRT1801343546,2 bed rooms+hall,ماريناسكيب,سكني,330,Person,2021-10-01,2022-09-30,Dubai Marina,2,1,1,Marina Mall,مرسى دبي,Unit,2.0,مارينا مول,0.0,100000,Renew,Flat,1,Dubai Marina,تجديد,شقه,Burj Al Arab,Marsa Dubai,2026-02-19 01:09:55,برج العرب,842.0,مرسى دبي,1450.0,169.0,شخص,دبي مارينا,2
70000,ثلاثة غرفة و صالة,,فيلا,Residential,CNT1665458045,3 bed rooms+hall,,سكني,230,Person,2021-10-05,2022-10-04,Abu Baker Al Siddique Metro Station,4,1,1,,محطة مترو أبو بكر الصديق,Villa,3.0,,0.0,70000,New,Villa,0,,جديد,فيلا,Dubai International Airport,Abu Hail,2026-02-19 01:09:55,مطار دبي الدولي,841.0,ابو هيل,,692.0,شخص,,1
66000,غرفتين و صالة,,وحدة,Residential,CNT1821684062,2 bed rooms+hall,,سكني,330,Person,2021-11-10,2022-11-09,Jumeirah Lakes Towers,2,1,1,Marina Mall,أبراج بحيرات جميرا,Unit,2.0,مارينا مول,0.0,66000,New,Flat,1,Dubai Marina,جديد,شقه,Burj Al Arab,Marsa Dubai,2026-02-19 01:09:55,برج العرب,842.0,مرسى دبي,,91.0,شخص,دبي مارينا,1
55000,غرفتين و صالة,,وحدة,Residential,CRT1926892136,2 bed rooms+hall,,سكني,244,Authority,2022-01-01,2022-12-31,Salah Al Din Metro Station,2,1,1,Dubai Mall,محطة مترو صلاح الدين,Unit,2.0,مول دبي,1.0,55000,New,Flat,0,,جديد,شقه,Dubai International Airport,Al Murqabat,2026-02-19 01:09:55,مطار دبي الدولي,842.0,المرقبات,,100.0,جهة,,1
41000,غرفة و صالة,,وحدة,Residential,CNT1800548093,1bed room+Hall,,سكني,271,Person,2022-01-01,2022-12-31,ADCB Metro Station,2,1,1,Dubai Mall,محطة مترو بنك أبوظبي التجاري,Unit,1.0,مول دبي,0.0,41000,Renew,Flat,0,,تجديد,شقه,Burj Khalifa,Al Karama,2026-02-19 01:09:55,برج خليفة,842.0,الكرامه,,62.0,شخص,,2
52920,ورشه,,وحدة,Commercial,CNT1936303809,Workshop,,تجاري,373,Authority,2022-01-01,2022-12-31,First Abu Dhabi Bank Metro Station,2,1,1,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Unit,14.0,مول الإمارات,1.0,52920,New,Workshop,0,,جديد,ورشه,Burj Al Arab,Al Goze Industrial Fourth,2026-02-19 01:09:55,برج العرب,8.0,القوز الصناعيه الرابعه,,234.0,جهة,,1
1530144,غرفه سكن عمال,,وحدة افتراضية,Residential,CNT1833108132,Room in labor Camp,,سكني,308,Authority,2022-01-01,2022-12-31,Noor Bank Metro Station,5,115,56,Mall of the Emirates,محطة مترو نور بنك,Virtual Unit,12.0,مول الإمارات,1.0,1530144,Renew,Labor Camps,0,,تجديد,سكن عمال,Burj Al Arab,Al Goze Industrial First,2026-02-19 01:09:55,برج العرب,4.0,القوز الصناعيه الاولى,,,جهة,,2
105000,غرفتين و صالة,,وحدة,Residential,CNT1803619161,2 bed rooms+hall,,سكني,330,Person,2022-01-06,2023-01-05,Dubai Marina,2,1,1,Marina Mall,مرسى دبي,Unit,2.0,مارينا مول,0.0,105000,Renew,Flat,1,Dubai Marina,تجديد,شقه,Burj Al Arab,Marsa Dubai,2026-02-19 01:09:55,برج العرب,842.0,مرسى دبي,,123.0,شخص,دبي مارينا,2
44000,محل,,وحدة,Commercial,CNT1826147650,Shop,,تجاري,233,Authority,2022-01-20,2023-01-19,Abu Baker Al Siddique Metro Station,2,1,1,City Centre Mirdif,محطة مترو أبو بكر الصديق,Unit,421.0,سيتي سنتر مردف,1.0,44000,Renew,Shop,0,,تجديد,محل,Dubai International Airport,Hor Al Anz,2026-02-19 01:09:55,مطار دبي الدولي,1.0,هور العنز,,1.0,جهة,,2
21384,غرفه سكن عمال,,وحدة,Residential,CNT1898767188,Room in labor Camp,,سكني,459,Authority,2022-02-09,2023-02-08,,2,3,1,,,Unit,12.0,,1.0,21384,New,Labor Camps,1,Dubai Investment Park Second,جديد,سكن عمال,Expo 2020 Site,Dubai Investment Park Second,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,مجمع دبي للاستثمار الثاني,,12.0,جهة,مجمع دبي للاستثمار الثاني,1
55000,غرفتين و صالة,,وحدة,Residential,CNT1987233703,2 bed rooms+hall,,سكني,231,Person,2022-02-20,2023-03-19,STADIUM Metro Station,2,1,1,City Centre Mirdif,محطة مترو الاستاد,Unit,2.0,سيتي سنتر مردف,0.0,55000,New,Flat,0,,جديد,شقه,Dubai International Airport,Al Mamzer,2026-02-19 01:09:55,مطار دبي الدولي,842.0,الممزر,,120.0,شخص,,1
151200,غرفه سكن عمال,,وحدة,Residential,CNT2043192010,Room in labor Camp,,سكني,347,Authority,2022-03-15,2023-03-14,Noor Bank Metro Station,2,7,1,Mall of the Emirates,محطة مترو نور بنك,Unit,12.0,مول الإمارات,1.0,151200,New,Labor Camps,0,,جديد,سكن عمال,Downtown Dubai,Al Goze Third,2026-02-19 01:09:55,وسط مدينة دبي,4.0,القوز الثالثه,,15.0,جهة,,1
38000,غرفتين و صالة,,وحدة,Residential,CNT1859544322,2 bed rooms+hall,,سكني,361,Person,2022-03-20,2023-03-19,Al Qusais Metro Station,2,1,1,City Centre Mirdif,محطة مترو القصيص,Unit,2.0,سيتي سنتر مردف,0.0,38000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Muhaisanah Fourth,2026-02-19 01:09:55,مطار دبي الدولي,842.0,محيصنه الرابعه,,100.0,شخص,,2
138000,غرفتين و صالة,,وحدة,Residential,CRT2081516026,2 bed rooms+hall,,سكني,330,,2022-03-27,2023-03-26,Jumeirah Beach Residency,2,1,1,Marina Mall,مساكن شاطئ جميرا,Unit,2.0,مارينا مول,,138000,Renew,Flat,1,Dubai Marina,تجديد,شقه,Burj Al Arab,Marsa Dubai,2026-02-19 01:09:55,برج العرب,842.0,مرسى دبي,,131.0,,دبي مارينا,2
51000,غرفتين و صالة,SEASONS COMMUNITY- SUMMER,وحدة,Residential,CRT1876721236,2 bed rooms+hall,مجتمع المواسم- الصيف,سكني,441,Person,2022-04-01,2023-03-31,Dubai Internet City,2,1,1,Marina Mall,مدينة دبي للإنترنت,Unit,2.0,مارينا مول,0.0,51000,New,Flat,1,Jumeirah Village Circle,جديد,شقه,Sports City Swimming Academy,Al Barsha South Fourth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,البرشاء جنوب الرابعة,1306.0,117.0,شخص,قرية جميرا الدائرية,1
24000,غرفة و صالة,,وحدة,Residential,CNT1888604533,1bed room+Hall,,سكني,361,Person,2022-04-05,2023-04-04,Al Qusais Metro Station,2,1,1,City Centre Mirdif,محطة مترو القصيص,Unit,1.0,سيتي سنتر مردف,0.0,24000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Muhaisanah Fourth,2026-02-19 01:09:55,مطار دبي الدولي,842.0,محيصنه الرابعه,,,شخص,,2
120000,ثلاثة غرفة و صالة,,وحدة,Residential,CRT1893340856,3 bed rooms+hall,,سكني,410,Authority,2022-04-09,2023-04-08,Palm Jumeirah,2,1,1,Marina Mall,نخلة جميرا,Unit,3.0,مارينا مول,1.0,120000,Renew,Flat,1,Palm Jumeirah,تجديد,شقه,Burj Al Arab,Palm Jumeirah,2026-02-19 01:09:55,برج العرب,842.0,نخلة جميرا,,206.0,جهة,نخلة جميرا,2
54000,Hotel,GHALIA,وحدة,Commercial,CRT1914629766,Hotel,غالية,تجاري,441,Authority,2022-05-01,2023-04-30,Nakheel Metro Station,2,1,1,Marina Mall,محطة مترو النخيل,Unit,521.0,مارينا مول,1.0,54000,Renew,Hotel,1,Jumeirah Village Circle,تجديد,فندق,Sports City Swimming Academy,Al Barsha South Fourth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,24.0,البرشاء جنوب الرابعة,1505.0,77.0,جهة,قرية جميرا الدائرية,2
2325000,سكن عمال,,وحدة افتراضية,Residential,CNT1957378097,Labor Camp,,سكني,395,Authority,2022-05-05,2023-05-04,DANUBE Metro Station,5,305,273,Ibn-e-Battuta Mall,محطة مترو الدانوب,Virtual Unit,38.0,ابن بطوطة مول,1.0,2325000,Renew,Labor Camps,0,,تجديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,,جهة,,2
8499998,غرفه سكن عمال,,وحدة افتراضية,Residential,CNT1914313804,Room in labor Camp,,سكني,372,Authority,2022-05-15,2023-05-14,Noor Bank Metro Station,5,480,137,Mall of the Emirates,محطة مترو نور بنك,Virtual Unit,12.0,مول الإمارات,1.0,8499998,New,Labor Camps,0,,جديد,سكن عمال,Burj Al Arab,Al Goze Industrial Second,2026-02-19 01:09:55,برج العرب,4.0,القوز الصناعيه الثانيه,,,جهة,,1
60000,غرفتين و صالة,,وحدة,Residential,CNT1928952339,2 bed rooms+hall,,سكني,244,Person,2022-05-15,2023-05-14,,2,1,1,,,Unit,2.0,,0.0,60000,Renew,Flat,0,,تجديد,شقه,,Al Murqabat,2026-02-19 01:09:55,,842.0,المرقبات,,1.0,شخص,,2
110000,مستودع,,وحدة افتراضية,Commercial,CNT1918606570,Warehouse,,تجاري,373,Authority,2022-05-20,2023-05-19,First Abu Dhabi Bank Metro Station,5,1,1,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Virtual Unit,13.0,مول الإمارات,1.0,110000,Renew,Warehouse,0,,تجديد,مستودع,Burj Al Arab,Al Goze Industrial Fourth,2026-02-19 01:09:55,برج العرب,7.0,القوز الصناعيه الرابعه,,,جهة,,2
720000,غرفه سكن عمال,,وحدة,Residential,CNT1939353020,Room in labor Camp,,سكني,395,Authority,2022-06-13,2023-06-12,DANUBE Metro Station,2,37,25,Ibn-e-Battuta Mall,محطة مترو الدانوب,Unit,12.0,ابن بطوطة مول,1.0,720000,New,Labor Camps,0,,جديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,21.0,جهة,,1
70510,ثلاثة غرفة و صالة,,وحدة,Residential,CNT1923055423,3 bed rooms+hall,,سكني,445,Person,2022-06-14,2023-06-13,Ibn Battuta Metro Station,2,1,1,Ibn-e-Battuta Mall,محطة مترو ابن بطوطة,Unit,3.0,ابن بطوطة مول,0.0,70510,Renew,Flat,1,The Gardens,تجديد,شقه,Expo 2020 Site,Jabal Ali First,2026-02-19 01:09:55,موقع إكسبو 2020,842.0,جبل علي الأولى,,134.0,شخص,الحدائق,2
693000,غرفه سكن عمال,,وحدة,Residential,CNT1921483874,Room in labor Camp,,سكني,308,Authority,2022-06-15,2023-06-14,Noor Bank Metro Station,2,75,28,Mall of the Emirates,محطة مترو نور بنك,Unit,12.0,مول الإمارات,1.0,693000,Renew,Labor Camps,0,,تجديد,سكن عمال,Burj Al Arab,Al Goze Industrial First,2026-02-19 01:09:55,برج العرب,4.0,القوز الصناعيه الاولى,,11.0,جهة,,2
76800,غرفه سكن عمال,,وحدة,Residential,CNT1986154479,Room in labor Camp,,سكني,395,Authority,2022-07-01,2023-06-30,ENERGY Metro Station,2,4,2,Ibn-e-Battuta Mall,محطة مترو الطاقة,Unit,12.0,ابن بطوطة مول,1.0,76800,New,Labor Camps,0,,جديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,15.0,جهة,,1
60000,غرفتين و صالة,,وحدة,Residential,CNT1957436625,2 bed rooms+hall,,سكني,244,Person,2022-07-10,2023-07-09,,2,1,1,,,Unit,2.0,,0.0,60000,Renew,Flat,0,,تجديد,شقه,,Al Murqabat,2026-02-19 01:09:55,,842.0,المرقبات,,1.0,شخص,,2
90000,غرفه سكن عمال,,وحدة,Residential,CNT1978773529,Room in labor Camp,,سكني,308,Authority,2022-07-10,2023-07-09,Noor Bank Metro Station,2,5,3,Mall of the Emirates,محطة مترو نور بنك,Unit,12.0,مول الإمارات,1.0,90000,Renew,Labor Camps,0,,تجديد,سكن عمال,Downtown Dubai,Al Goze Industrial First,2026-02-19 01:09:55,وسط مدينة دبي,4.0,القوز الصناعيه الاولى,,10.0,جهة,,2
18500,أستوديو,,وحدة,Residential,CNT1964716298,Studio,,سكني,235,Authority,2022-07-29,2023-07-28,Palm Deira Metro Stations,2,1,1,Dubai Mall,محطات مترو نخلة ديرة,Unit,11.0,مول دبي,1.0,18500,Renew,Studio ,0,,تجديد,أستوديو,Dubai International Airport,Eyal Nasser,2026-02-19 01:09:55,مطار دبي الدولي,903.0,عيال ناصر,,17.0,جهة,,2
95000,مستودع,,وحدة افتراضية,Commercial,CNT2089422567,Warehouse,,تجاري,373,Authority,2022-08-10,2023-08-09,First Abu Dhabi Bank Metro Station,5,1,1,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Virtual Unit,13.0,مول الإمارات,1.0,95000,New,Warehouse,0,,جديد,مستودع,Burj Al Arab,Al Goze Industrial Fourth,2026-02-19 01:09:55,برج العرب,7.0,القوز الصناعيه الرابعه,,,جهة,,1
60500,غرفتين و صالة,,وحدة,Residential,CNT1980079886,2 bed rooms+hall,,سكني,445,Person,2022-08-11,2023-08-10,Harbour Tower,2,1,1,Ibn-e-Battuta Mall,برج هاربور,Unit,2.0,ابن بطوطة مول,0.0,60500,Renew,Flat,1,Discovery Gardens,تجديد,شقه,Sports City Swimming Academy,Jabal Ali First,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,جبل علي الأولى,,137.0,شخص,الحدائق المكتشفة,2
24000,محل,,وحدة,Commercial,CRT2081179146,Shop,,تجاري,525,,2022-08-15,2023-08-14,,2,1,1,,,Unit,421.0,,,24000,New,Shop,0,,جديد,محل,,Hatta,2026-02-19 01:09:55,,1.0,حتا,,28.0,,,1
57835,غرفتين و صالة,,وحدة,Residential,CNT1979336576,2 bed rooms+hall,,سكني,232,Person,2022-08-22,2023-08-21,Rashidiya Metro Station,2,1,1,City Centre Mirdif,محطة مترو الراشدية,Unit,2.0,سيتي سنتر مردف,0.0,57835,Renew,Flat,1,,تجديد,شقه,Dubai International Airport,Mirdif,2026-02-19 01:09:55,مطار دبي الدولي,842.0,مردف,,121.0,شخص,,2
20000,مكتب,,وحدة افتراضية,Commercial,CNT1987405644,Office,,تجاري,342,Authority,2022-08-29,2023-08-28,Rashidiya Metro Station,5,1,1,City Centre Mirdif,محطة مترو الراشدية,Virtual Unit,422.0,سيتي سنتر مردف,1.0,20000,New,Office,1,,جديد,مكتب,Dubai International Airport,Ras Al Khor Industrial Third,2026-02-19 01:09:55,مطار دبي الدولي,2.0,راس الخور الصناعيه الثالثه,,,جهة,,1
30000,أستوديو,,وحدة,Residential,CNT1986326826,Studio,,سكني,484,Person,2022-08-29,2023-09-28,,2,1,1,,,Unit,11.0,,0.0,30000,New,Flat,1,Silicon Oasis,جديد,شقه,IMG World Adventures,Nadd Hessa,2026-02-19 01:09:55,آي إم جي وورلد أدفينتشرز,842.0,ند حصة,,53.0,شخص,واحة السيليكون,1
1520244,محل,,وحدة,Commercial,CNT1997682563,Shop,,تجاري,410,Authority,2022-08-30,2023-10-04,Palm Jumeirah,2,2,1,Marina Mall,نخلة جميرا,Unit,421.0,مارينا مول,1.0,1385539,Renew,Shop,1,Palm Jumeirah,تجديد,محل,Burj Al Arab,Palm Jumeirah,2026-02-19 01:09:55,برج العرب,1.0,نخلة جميرا,,338.0,جهة,نخلة جميرا,2
26685,مكتب,,وحدة,Commercial,CNT1985602912,Office,,تجاري,231,Authority,2022-09-01,2023-12-31,Al Qiyadah Metro Station,2,1,1,,محطة مترو القيادة,Unit,422.0,,1.0,20014,New,Office,0,,جديد,مكتب,Dubai International Airport,Al Mamzer,2026-02-19 01:09:55,مطار دبي الدولي,2.0,الممزر,,23.0,جهة,,1
18000,أستوديو,,وحدة,Residential,CNT2093972294,Studio,,سكني,339,Person,2022-09-08,2023-09-07,Baniyas Square Metro Station,2,1,1,Dubai Mall,محطة مترو ميدان بني ياس,Unit,11.0,مول دبي,0.0,18000,Renew,Studio ,0,,تجديد,أستوديو,Dubai International Airport,Al Mararr,2026-02-19 01:09:55,مطار دبي الدولي,903.0,المرر,,20.0,شخص,,2
185000,غرفتين و صالة,,وحدة,Residential,CRT2019692327,2 bed rooms+hall,,سكني,390,Person,2022-10-15,2023-10-14,Buj Khalifa Dubai Mall Metro Station,2,1,1,Dubai Mall,محطة مترو بوج خليفة دبي مول,Unit,2.0,مول دبي,0.0,185000,New,Flat,1,DownTown Dubai,جديد,شقه,Downtown Dubai,Burj Khalifa,2026-02-19 01:09:55,وسط مدينة دبي,842.0,برج خليفة,,135.0,شخص,داون تاون دبي,1
27600,أستوديو,,وحدة,Residential,CNT1989009464,Studio,,سكني,484,Person,2022-10-25,2023-10-24,,2,1,1,,,Unit,11.0,,0.0,27600,Renew,Flat,1,Silicon Oasis,تجديد,شقه,IMG World Adventures,Nadd Hessa,2026-02-19 01:09:55,آي إم جي وورلد أدفينتشرز,842.0,ند حصة,,59.0,شخص,واحة السيليكون,2
22000,أستوديو,Kappa Acca 3,وحدة,Residential,CRT2022000237,Studio,كابا اكا 3,سكني,462,Authority,2022-11-01,2023-10-31,,2,1,1,,,Unit,11.0,,1.0,22000,Renew,Flat,1,Dubai South Residential District,تجديد,شقه,Expo 2020 Site,Madinat Al Mataar,2026-02-19 01:09:55,موقع إكسبو 2020,842.0,مدينة المطار,2059.0,38.0,جهة,المدينة السكنية بدبي الجنوب,2
41000,غرفة و صالة,,وحدة,Residential,CNT2030664591,1bed room+Hall,,سكني,368,Authority,2022-11-09,2023-11-19,Sharaf Dg Metro Station,2,1,1,Mall of the Emirates,محطة مترو شرف دي جي,Unit,1.0,مول الإمارات,1.0,39784,New,Flat,0,,جديد,شقه,Burj Al Arab,Al Barsha First,2026-02-19 01:09:55,برج العرب,842.0,البرشاء الاولى,,1.0,جهة,,1
170000,ثلاثة غرفة و صالة,THE 8,وحدة,Residential,CNT2009686928,3 bed rooms+hall,ذا 8,سكني,410,Person,2022-11-15,2023-11-14,Mina Seyahi,2,1,1,Marina Mall,مينا السياحي,Unit,3.0,مارينا مول,0.0,170000,Renew,Flat,1,Palm Jumeirah,تجديد,شقه,Burj Al Arab,Palm Jumeirah,2026-02-19 01:09:55,برج العرب,842.0,نخلة جميرا,1617.0,164.0,شخص,نخلة جميرا,2
1921920,غرفه سكن عمال,,وحدة,Residential,CNT2056613381,Room in labor Camp,,سكني,438,Authority,2023-01-01,2023-12-31,,2,144,47,,,Unit,12.0,,1.0,1921920,Renew,Labor Camps,0,,تجديد,سكن عمال,,Al Ttay,2026-02-19 01:09:55,,4.0,الطي,,23.0,جهة,,2
48000,غرفتين و صالة,,وحدة,Residential,CNT2051956863,2 bed rooms+hall,,سكني,237,Person,2023-01-01,2023-12-31,Baniyas Square Metro Station,2,1,1,Dubai Mall,محطة مترو ميدان بني ياس,Unit,2.0,مول دبي,0.0,48000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Sabkha,2026-02-19 01:09:55,مطار دبي الدولي,842.0,السبخه,,78.0,شخص,,2
25000,أستوديو,,وحدة,Residential,CNT2084593873,Studio,,سكني,362,Person,2023-01-01,2023-12-31,Baniyas Square Metro Station,2,1,1,Dubai Mall,محطة مترو ميدان بني ياس,Unit,11.0,مول دبي,0.0,25000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Naif,2026-02-19 01:09:55,مطار دبي الدولي,842.0,نايف,,24.0,شخص,,2
33000,أستوديو,Roy Mediterranean Hotel Apartments,وحدة,Residential,CRT2051076717,Studio,روي ميديتيرانيان للشقق الفندقية,سكني,445,Authority,2023-01-02,2024-01-01,Ibn Battuta Metro Station,2,1,1,Ibn-e-Battuta Mall,محطة مترو ابن بطوطة,Unit,11.0,ابن بطوطة مول,1.0,33000,New,Flat,1,Al Furjan,جديد,شقه,Expo 2020 Site,Jabal Ali First,2026-02-19 01:09:55,موقع إكسبو 2020,842.0,جبل علي الأولى,1762.0,35.0,جهة,الفرجان,1
30250,غرفة و صالة,,وحدة,Residential,CNT2045607768,1bed room+Hall,,سكني,343,Person,2023-01-07,2024-01-06,Rashidiya Metro Station,2,1,1,City Centre Mirdif,محطة مترو الراشدية,Unit,1.0,سيتي سنتر مردف,0.0,30250,Renew,Flat,1,International City Phase 1,تجديد,شقه,,Al Warsan First,2026-02-19 01:09:55,,842.0,ورسان الاولى,,67.0,شخص,المدينة العالمية - المرحلة الاولى,2
52500,أستوديو,WATER'S EDGE,وحدة,Residential,CNT2072366150,Studio,وتر إيدح,سكني,526,Person,2023-02-15,2024-02-14,Buj Khalifa Dubai Mall Metro Station,2,1,1,Dubai Mall,محطة مترو بوج خليفة دبي مول,Unit,11.0,مول دبي,0.0,52500,New,Flat,1,Business Bay,جديد,شقه,Downtown Dubai,Business Bay,2026-02-19 01:09:55,وسط مدينة دبي,842.0,الخليج التجارى,418.0,37.0,شخص,الخليج التجاري,1
17000,مكتب,,وحدة,Commercial,CNT2069806515,Office,,تجاري,278,Authority,2023-02-21,2024-02-20,ADCB Metro Station,2,1,1,Dubai Mall,محطة مترو بنك أبوظبي التجاري,Unit,422.0,مول دبي,1.0,17000,New,Office,0,,جديد,مكتب,Burj Khalifa,Mankhool,2026-02-19 01:09:55,برج خليفة,2.0,منخول,,46.0,جهة,,1
45000,غرفة و صالة,,وحدة,Residential,CNT2076329810,1bed room+Hall,,سكني,339,Person,2023-02-25,2024-02-24,Palm Deira Metro Stations,2,1,1,Dubai Mall,محطات مترو نخلة ديرة,Unit,1.0,مول دبي,0.0,45000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Mararr,2026-02-19 01:09:55,مطار دبي الدولي,842.0,المرر,,17.0,شخص,,2
